Timestamp,Household_ID,Temperature,Energy_Price,HVAC,Refrigerator,Water_Heater,Dishwasher,Washing_Machine,Dryer,EV_Charger,Lighting,Total_Consumption,PV_Generation,Net_Consumption,Grid_Carbon_Intensity,Weather_Condition,Battery_Capacity,Battery_Power,Battery_SOC,Battery_Charge,Battery_Discharge,Grid_Import,Grid_Export,Energy_Cost,Carbon_Emissions,Temperature_Setpoint,Temperature_Deviation,Comfort_Utility
2023-01-22 22:00:00,31,9.2,0.1,1.19,0.19,2.62,0.0,1.08,0.0,0.0,0.82,5.9,0.0,5.9,212.07,Windy,10.0,5.0,0.0,0.0,0.0,3.76,0.0,0.4,0.79,21.0,11.7,0.29
2023-01-22 23:00:00,1,7.3,0.1,1.46,0.15,1.09,0.0,0.84,0.0,0.0,0.68,4.22,0.0,4.22,219.53,Windy,10.0,5.0,0.0,0.0,0.0,2.16,0.0,0.23,0.47,21.0,13.6,0.14
2023-01-23 00:00:00,10,5.3,0.1,1.44,0.16,0.57,0.0,1.1,0.0,0.0,0.13,3.4,0.0,3.4,234.03,Cloudy,10.0,5.0,0.0,0.0,0.0,1.9,0.0,0.2,0.44,21.0,15.6,0.05
2023-01-23 01:00:00,93,4.7,0.1,1.46,0.18,0.97,0.0,1.01,0.0,0.0,0.17,3.79,0.0,3.79,246.57,Cloudy,10.0,5.0,0.0,0.0,0.0,1.98,0.0,0.21,0.49,21.0,16.2,0.04
2023-01-23 02:00:00,96,6.2,0.1,1.33,0.18,0.55,0.0,1.03,0.0,0.0,0.19,3.28,0.0,3.28,254.02,Cloudy,10.0,5.0,0.0,0.0,0.0,1.86,0.0,0.2,0.47,21.0,14.7,0.08
2023-01-23 03:00:00,7,0.5,0.1,2.11,0.17,0.64,0.0,0.0,0.0,0.0,0.18,3.1,0.0,3.1,261.55,Clear,10.0,5.0,0.0,0.0,0.0,2.47,0.0,0.26,0.64,21.0,20.4,0.0
2023-01-23 04:00:00,6,6.3,0.1,1.48,0.18,0.89,0.0,0.0,0.0,0.0,0.21,2.76,0.0,2.76,271.04,Clear,10.0,5.0,0.0,0.0,0.0,1.88,0.0,0.2,0.51,21.0,14.6,0.08
2023-01-23 05:00:00,60,6.0,0.1,1.17,0.15,3.1,0.0,0.83,0.0,0.0,0.13,5.38,0.0,5.38,278.03,Rainy,10.0,5.0,0.0,0.0,0.0,1.75,0.0,0.18,0.48,21.0,14.9,0.07
2023-01-23 06:00:00,74,9.2,0.1,0.99,0.15,1.87,0.0,0.98,0.0,0.0,0.46,4.45,0.0,4.45,279.64,Cloudy,10.0,5.0,0.0,0.0,0.0,4.04,0.0,0.43,1.13,21.0,11.7,0.29
2023-01-23 07:00:00,32,6.3,0.16,1.58,0.19,3.08,0.0,1.09,0.0,0.0,0.4,6.34,0.0,6.34,282.74,Windy,10.0,5.0,0.0,0.0,0.0,4.36,0.0,0.7,1.23,21.0,14.6,0.08
2023-01-23 08:00:00,63,6.1,0.16,1.49,0.19,1.82,0.0,1.05,0.0,0.0,0.49,5.04,1.57,3.4699999999999998,278.1,Clear,10.0,5.0,0.0,0.0,0.0,2.61,0.0,0.42,0.72,21.0,14.8,0.08
2023-01-23 09:00:00,6,0.3,0.16,2.41,0.16,2.45,0.0,0.95,0.0,0.0,0.0,5.970000000000001,2.51,3.460000000000001,255.72,Windy,10.0,5.0,0.0,0.0,0.0,1.84,0.0,0.29,0.47,21.0,20.6,0.0
2023-01-23 10:00:00,73,9.5,0.1,1.02,0.15,0.69,0.0,0.98,0.0,0.0,0.0,2.84,3.95,1.6599999999999997,253.21,Clear,10.0,5.0,0.27,2.77,0.0,0.0,0.0,0.0,0.0,21.0,11.4,0.32
2023-01-23 11:00:00,48,5.7,0.1,1.5,0.18,1.09,0.0,0.82,0.0,0.0,0.0,3.59,4.87,1.9,250.46,Clear,10.0,5.0,0.59,3.18,0.0,0.0,0.0,0.0,0.0,21.0,15.2,0.06
2023-01-23 12:00:00,32,2.1,0.1,1.76,0.19,0.58,1.17,0.0,0.0,0.0,0.0,3.6999999999999997,5.74,1.5399999999999996,232.62,Cloudy,10.0,5.0,0.95,3.58,0.0,0.0,0.0,0.0,0.0,21.0,18.8,0.01
2023-01-23 13:00:00,55,3.9,0.1,1.76,0.15,0.97,1.16,0.0,0.0,0.0,0.0,4.04,5.97,2.12,214.06,Clear,10.0,5.0,1.0,4.05,0.0,0.0,0.0,0.0,0.0,21.0,17.0,0.02
2023-01-23 14:00:00,36,7.1,0.1,1.31,0.19,0.61,1.32,1.01,0.0,0.0,0.0,4.4399999999999995,5.09,2.9299999999999997,206.48,Clear,10.0,5.0,1.0,3.58,0.0,0.0,0.0,0.0,0.0,21.0,13.8,0.12
2023-01-23 15:00:00,7,3.9,0.1,1.75,0.16,1.02,0.0,1.09,0.0,0.0,0.0,4.02,4.82,2.0899999999999994,192.27,Clear,10.0,5.0,1.0,2.89,0.0,0.0,0.0,0.0,0.0,21.0,17.0,0.02
2023-01-23 16:00:00,55,7.3,0.1,1.2,0.17,1.03,0.0,1.04,0.0,0.0,0.0,3.44,4.03,1.9299999999999997,193.36,Cloudy,10.0,5.0,1.0,2.52,0.0,0.0,0.0,0.0,0.0,21.0,13.6,0.13
2023-01-23 17:00:00,41,5.5,0.1,1.22,0.16,2.68,0.0,0.83,0.0,0.0,0.0,4.890000000000001,3.0,3.2000000000000006,178.58,Rainy,10.0,5.0,1.0,1.31,0.0,0.0,0.0,0.0,0.0,21.0,15.4,0.06
2023-01-23 18:00:00,69,5.2,0.16,1.71,0.18,3.39,1.03,1.09,0.0,0.0,0.79,8.190000000000001,1.47,3.8400000000000016,179.77,Windy,10.0,5.0,0.71,0.0,2.88,0.0,0.0,0.0,0.0,21.0,15.7,0.05
2023-01-23 19:00:00,49,-1.3,0.16,2.38,0.15,2.25,1.42,0.94,0.0,0.0,0.79,7.929999999999999,0.0,2.929999999999999,179.36,Clear,10.0,5.0,0.21,0.0,5.0,0.26,0.0,0.04,0.04,21.0,22.3,0.0
2023-01-23 20:00:00,55,1.1,0.16,1.65,0.17,3.46,1.45,0.0,0.0,0.0,0.64,7.369999999999999,0.0,5.26,187.89,Rainy,10.0,5.0,0.0,0.0,2.11,2.49,0.0,0.4,0.46,21.0,19.8,0.0
2023-01-23 21:00:00,91,5.0,0.16,1.75,0.17,3.39,1.11,1.09,0.0,0.0,0.7,8.21,0.0,8.21,192.9,Windy,10.0,5.0,0.0,0.0,0.0,4.11,0.0,0.66,0.79,21.0,15.9,0.04
2023-01-23 22:00:00,57,5.4,0.1,1.4,0.16,1.84,0.0,0.71,0.0,0.0,0.84,4.949999999999999,0.0,4.949999999999999,198.35,Cloudy,10.0,5.0,0.0,0.0,0.0,4.41,0.0,0.47,0.87,21.0,15.5,0.05
2023-01-23 23:00:00,83,3.1,0.1,1.49,0.16,1.11,0.0,0.94,0.0,0.0,0.67,4.37,0.0,4.37,222.0,Rainy,10.0,5.0,0.0,0.0,0.0,2.71,0.0,0.29,0.6,21.0,17.8,0.01
2023-01-24 00:00:00,33,4.3,0.1,1.69,0.15,1.0,0.0,0.93,0.0,0.0,0.13,3.9,0.0,3.9,237.68,Clear,10.0,5.0,0.0,0.0,0.0,1.98,0.0,0.21,0.47,21.0,16.6,0.03
2023-01-24 01:00:00,57,5.8,0.1,1.63,0.17,0.79,0.0,0.88,0.0,0.0,0.21,3.6799999999999997,0.0,3.6799999999999997,234.15,Windy,10.0,5.0,0.0,0.0,0.0,1.87,0.0,0.2,0.43,21.0,15.1,0.07
2023-01-24 02:00:00,56,8.7,0.1,1.03,0.17,1.03,0.0,0.74,0.0,0.0,0.14,3.11,0.0,3.11,251.68,Cloudy,10.0,5.0,0.0,0.0,0.0,1.46,0.0,0.15,0.36,21.0,12.2,0.24
2023-01-24 03:00:00,52,-1.5,0.1,1.93,0.19,0.77,0.0,0.83,0.0,0.0,0.24,3.96,0.0,3.96,258.1,Rainy,10.0,5.0,0.0,0.0,0.0,2.85,0.0,0.3,0.73,21.0,22.5,0.0
2023-01-24 04:00:00,49,3.7,0.1,1.57,0.15,1.05,0.0,1.14,0.0,0.0,0.16,4.07,0.0,4.07,283.06,Cloudy,10.0,5.0,0.0,0.0,0.0,2.07,0.0,0.22,0.58,21.0,17.2,0.02
2023-01-24 05:00:00,37,5.1,0.1,1.55,0.17,1.85,0.0,0.72,0.0,7.0,0.17,11.459999999999999,0.0,11.459999999999999,279.96,Clear,10.0,5.0,0.0,0.0,0.0,8.91,0.0,0.96,2.49,21.0,15.8,0.05
2023-01-24 06:00:00,21,6.5,0.1,1.44,0.19,3.27,0.0,1.05,0.0,0.0,0.49,6.44,0.0,6.44,275.28,Clear,10.0,5.0,0.0,0.0,0.0,4.54,0.0,0.49,1.25,21.0,14.4,0.09
2023-01-24 07:00:00,97,4.9,0.16,1.47,0.16,2.61,0.0,0.67,0.0,0.0,0.48,5.390000000000001,0.0,5.390000000000001,282.48,Cloudy,10.0,5.0,0.0,0.0,0.0,4.71,0.0,0.76,1.33,21.0,16.0,0.04
2023-01-24 08:00:00,26,3.7,0.16,1.72,0.17,2.34,0.0,1.14,0.0,0.0,0.48,5.85,1.39,4.46,276.77,Clear,10.0,5.0,0.0,0.0,0.0,3.12,0.0,0.5,0.86,21.0,17.2,0.02
2023-01-24 09:00:00,50,8.0,0.16,1.21,0.16,2.63,0.0,1.03,0.0,0.0,0.0,5.03,2.62,2.41,264.94,Clear,10.0,5.0,0.0,0.0,0.0,0.82,0.0,0.13,0.21,21.0,12.9,0.18
2023-01-24 10:00:00,46,4.4,0.1,1.5,0.19,0.83,0.0,1.09,0.0,0.0,0.0,3.6100000000000003,3.33,1.7400000000000002,248.69,Cloudy,10.0,5.0,0.14,1.46,0.0,0.0,0.0,0.0,0.0,21.0,16.5,0.03
2023-01-24 11:00:00,92,5.4,0.1,1.6,0.16,0.79,0.0,0.0,0.0,0.0,0.0,2.55,4.61,0.7799999999999994,242.76,Clear,10.0,5.0,0.43,2.84,0.0,0.0,0.0,0.0,0.0,21.0,15.5,0.05
2023-01-24 12:00:00,87,8.6,0.1,1.0,0.15,0.87,1.24,0.0,0.0,0.0,0.0,3.26,5.66,1.9899999999999993,234.66,Cloudy,10.0,5.0,0.87,4.39,0.0,0.0,0.0,0.0,0.0,21.0,12.3,0.23
2023-01-24 13:00:00,24,6.4,0.1,1.48,0.17,0.72,1.3,0.6,0.0,0.0,0.0,4.27,6.21,2.6099999999999994,218.92,Clear,10.0,5.0,1.0,4.55,0.0,0.0,0.0,0.0,0.0,21.0,14.5,0.09
2023-01-24 14:00:00,39,6.0,0.1,1.35,0.15,0.89,1.02,0.77,0.0,0.0,0.0,4.18,5.82,2.5199999999999996,209.42,Cloudy,10.0,5.0,1.0,4.16,0.0,0.0,0.0,0.0,0.0,21.0,14.9,0.07
2023-01-24 15:00:00,32,5.4,0.1,1.23,0.15,1.18,0.0,0.71,0.0,0.0,0.0,3.2699999999999996,5.13,1.5799999999999996,187.67,Rainy,10.0,5.0,1.0,3.44,0.0,0.0,0.0,0.0,0.0,21.0,15.5,0.05
2023-01-24 16:00:00,92,7.6,0.1,1.14,0.15,0.76,0.0,1.06,0.0,0.0,0.0,3.11,4.25,1.6799999999999997,194.85,Cloudy,10.0,5.0,1.0,2.82,0.0,0.0,0.0,0.0,0.0,21.0,13.3,0.15
2023-01-24 17:00:00,78,-1.1,0.1,2.33,0.15,3.35,0.0,0.87,0.0,0.0,0.0,6.7,2.85,4.21,186.47,Clear,10.0,5.0,1.0,0.36,0.0,0.0,0.0,0.0,0.0,21.0,22.1,0.0
2023-01-24 18:00:00,87,6.9,0.16,1.41,0.18,2.73,1.39,0.72,0.0,0.0,0.82,7.25,1.27,3.1400000000000006,173.52,Clear,10.0,5.0,0.71,0.0,2.84,0.0,0.0,0.0,0.0,21.0,14.0,0.11
2023-01-24 19:00:00,74,6.1,0.16,1.43,0.16,3.39,1.04,1.0,0.0,0.0,0.83,7.8500000000000005,0.0,3.8500000000000005,190.78,Clear,10.0,5.0,0.31,0.0,4.0,0.0,0.0,0.0,0.0,21.0,14.8,0.08
2023-01-24 20:00:00,42,3.7,0.16,1.8,0.19,2.44,1.1,0.73,0.0,0.0,0.72,6.9799999999999995,0.0,3.8399999999999994,182.61,Clear,10.0,5.0,0.0,0.0,3.14,1.58,0.0,0.25,0.28,21.0,17.2,0.02
2023-01-24 21:00:00,41,6.5,0.16,1.45,0.19,2.84,1.18,0.74,0.0,0.0,0.85,7.249999999999999,0.0,7.249999999999999,204.5,Clear,10.0,5.0,0.0,0.0,0.0,4.37,0.0,0.7,0.89,21.0,14.4,0.09
2023-01-24 22:00:00,64,6.8,0.1,1.27,0.19,2.84,1.2,1.1,0.0,0.0,0.85,7.449999999999999,0.0,7.449999999999999,202.91,Cloudy,10.0,5.0,0.0,0.0,0.0,5.32,0.0,0.57,1.08,21.0,14.1,0.11
2023-01-24 23:00:00,29,2.7,0.1,1.5,0.17,0.96,0.0,0.61,0.0,0.0,0.7,3.9399999999999995,0.0,3.9399999999999995,211.18,Rainy,10.0,5.0,0.0,0.0,0.0,2.76,0.0,0.29,0.58,21.0,18.2,0.01
2023-01-25 00:00:00,28,5.1,0.1,1.72,0.16,0.93,0.0,0.7,0.0,7.0,0.23,10.74,0.0,10.74,228.33,Windy,10.0,5.0,0.0,0.0,0.0,8.97,0.0,0.97,2.04,21.0,15.8,0.05
2023-01-25 01:00:00,13,3.2,0.1,1.61,0.17,1.05,0.0,0.63,0.0,0.0,0.14,3.6,0.0,3.6,244.43,Cloudy,10.0,5.0,0.0,0.0,0.0,2.11,0.0,0.22,0.51,21.0,17.7,0.02
2023-01-25 02:00:00,18,8.2,0.1,1.21,0.16,0.59,0.0,1.0,0.0,0.0,0.14,3.1,0.0,3.1,261.39,Clear,10.0,5.0,0.0,0.0,0.0,1.52,0.0,0.16,0.39,21.0,12.7,0.2
2023-01-25 03:00:00,67,4.2,0.1,1.74,0.17,0.75,0.0,0.96,0.0,0.0,0.18,3.8000000000000003,0.0,3.8000000000000003,270.03,Clear,10.0,5.0,0.0,0.0,0.0,2.09,0.0,0.22,0.56,21.0,16.7,0.03
2023-01-25 04:00:00,66,4.5,0.1,1.67,0.16,1.15,0.0,0.0,0.0,0.0,0.16,3.1399999999999997,0.0,3.1399999999999997,272.09,Clear,10.0,5.0,0.0,0.0,0.0,2.0,0.0,0.21,0.54,21.0,16.4,0.03
2023-01-25 05:00:00,4,1.3,0.1,1.65,0.17,3.33,0.0,0.86,0.0,0.0,0.14,6.15,0.0,6.15,285.78,Rainy,10.0,5.0,0.0,0.0,0.0,2.38,0.0,0.25,0.68,21.0,19.6,0.0
2023-01-25 06:00:00,96,4.6,0.1,1.63,0.19,2.97,0.0,0.83,0.0,0.0,0.46,6.08,0.0,6.08,271.41,Clear,10.0,5.0,0.0,0.0,0.0,4.61,0.0,0.49,1.25,21.0,16.3,0.04
2023-01-25 07:00:00,62,6.0,0.16,1.43,0.18,3.33,0.0,0.94,0.0,0.0,0.38,6.259999999999999,0.0,6.259999999999999,288.32,Clear,10.0,5.0,0.0,0.0,0.0,4.16,0.0,0.67,1.19,21.0,14.9,0.07
2023-01-25 08:00:00,1,2.5,0.16,1.68,0.19,2.3,0.0,0.7,0.0,0.0,0.46,5.33,1.55,3.7800000000000002,270.49,Cloudy,10.0,5.0,0.0,0.0,0.0,3.4,0.0,0.55,0.92,21.0,18.4,0.01
2023-01-25 09:00:00,38,3.3,0.16,1.44,0.19,2.21,0.0,1.06,0.0,0.0,0.0,4.9,3.05,1.8500000000000005,271.33,Rainy,10.0,5.0,0.0,0.0,0.0,1.02,0.0,0.16,0.27,21.0,17.6,0.02
2023-01-25 10:00:00,61,6.1,0.1,1.59,0.17,1.15,0.0,0.64,0.0,0.0,0.0,3.5500000000000003,3.53,1.9200000000000004,256.28,Windy,10.0,5.0,0.19,1.9,0.0,0.0,0.0,0.0,0.0,21.0,14.8,0.08
2023-01-25 11:00:00,56,6.4,0.1,1.47,0.18,0.75,0.0,0.8,0.0,0.0,0.0,3.2,3.96,1.54,233.91,Clear,10.0,5.0,0.42,2.3,0.0,0.0,0.0,0.0,0.0,21.0,14.5,0.09
2023-01-25 12:00:00,33,5.5,0.1,1.26,0.18,0.99,0.93,1.02,0.0,0.0,0.0,4.38,5.51,2.62,235.75,Rainy,10.0,5.0,0.79,3.75,0.0,0.0,0.0,0.0,0.0,21.0,15.4,0.06
2023-01-25 13:00:00,34,8.1,0.1,0.95,0.19,0.74,0.87,0.99,0.0,0.0,0.0,3.74,5.08,2.35,213.37,Rainy,10.0,5.0,1.0,3.69,0.0,0.0,0.0,0.0,0.0,21.0,12.8,0.19
2023-01-25 14:00:00,49,6.3,0.1,1.45,0.18,0.97,1.02,0.96,0.0,0.0,0.0,4.58,6.23,2.9399999999999995,208.43,Clear,10.0,5.0,1.0,4.59,0.0,0.0,0.0,0.0,0.0,21.0,14.6,0.08
2023-01-25 15:00:00,82,10.3,0.1,0.97,0.16,0.74,0.0,1.11,0.0,0.0,0.0,2.98,5.14,1.3400000000000003,189.43,Clear,10.0,5.0,1.0,3.5,0.0,0.0,0.0,0.0,0.0,21.0,10.6,0.41
2023-01-25 16:00:00,60,9.5,0.1,1.07,0.15,1.15,0.0,0.76,0.0,0.0,0.0,3.13,4.08,1.8899999999999997,191.34,Clear,10.0,5.0,1.0,2.84,0.0,0.0,0.0,0.0,0.0,21.0,11.4,0.32
2023-01-25 17:00:00,66,6.4,0.1,1.61,0.16,3.48,0.0,0.88,0.0,0.0,0.0,6.13,2.87,4.49,172.86,Windy,10.0,5.0,1.0,1.23,0.0,0.0,0.0,0.0,0.0,21.0,14.5,0.09
2023-01-25 18:00:00,69,7.8,0.16,1.01,0.17,2.56,1.45,1.05,0.0,0.0,0.8,7.04,1.53,2.9099999999999997,176.71,Rainy,10.0,5.0,0.73,0.0,2.6,0.0,0.0,0.0,0.0,21.0,13.1,0.17
2023-01-25 19:00:00,44,5.3,0.16,1.52,0.17,2.94,1.43,0.74,0.0,0.0,0.79,7.59,0.0,3.3899999999999997,180.74,Clear,10.0,5.0,0.31,0.0,4.2,0.0,0.0,0.0,0.0,21.0,15.6,0.05
2023-01-25 20:00:00,53,3.9,0.16,1.68,0.16,1.86,1.11,0.79,0.0,0.0,0.66,6.260000000000001,0.0,3.0800000000000005,197.43,Clear,10.0,5.0,0.0,0.0,3.18,0.94,0.0,0.15,0.18,21.0,17.0,0.02
2023-01-25 21:00:00,27,10.5,0.16,0.74,0.16,3.34,1.3,0.62,0.0,0.0,0.77,6.93,0.0,6.93,202.62,Rainy,10.0,5.0,0.0,0.0,0.0,3.75,0.0,0.61,0.76,21.0,10.4,0.44
2023-01-25 22:00:00,76,7.7,0.1,1.0,0.15,2.62,1.2,0.94,0.0,0.0,0.86,6.7700000000000005,0.0,6.7700000000000005,198.1,Rainy,10.0,5.0,0.0,0.0,0.0,5.0,0.0,0.54,0.99,21.0,13.2,0.16
2023-01-25 23:00:00,26,5.3,0.1,1.61,0.19,0.55,0.0,0.7,0.0,7.0,0.74,10.790000000000001,0.0,10.790000000000001,225.75,Clear,10.0,5.0,0.0,0.0,0.0,9.56,0.0,1.03,2.15,21.0,15.6,0.05
2023-01-26 00:00:00,30,9.6,0.1,0.96,0.18,1.09,0.0,0.88,0.0,7.0,0.15,10.26,0.0,10.26,231.27,Cloudy,10.0,5.0,0.0,0.0,0.0,8.41,0.0,0.91,1.94,21.0,11.3,0.33
2023-01-26 01:00:00,21,2.7,0.1,2.03,0.19,0.9,0.0,0.0,0.0,0.0,0.18,3.3,0.0,3.3,236.72,Windy,10.0,5.0,0.0,0.0,0.0,2.22,0.0,0.24,0.52,21.0,18.2,0.01
2023-01-26 02:00:00,96,7.0,0.1,1.09,0.19,1.03,0.0,0.8,0.0,0.0,0.19,3.3000000000000003,0.0,3.3000000000000003,257.07,Rainy,10.0,5.0,0.0,0.0,0.0,1.75,0.0,0.19,0.45,21.0,13.9,0.12
2023-01-26 03:00:00,31,6.5,0.1,1.12,0.18,0.96,0.0,0.0,0.0,0.0,0.2,2.46,0.0,2.46,261.67,Rainy,10.0,5.0,0.0,0.0,0.0,1.8,0.0,0.19,0.47,21.0,14.4,0.09
2023-01-26 04:00:00,25,5.9,0.1,1.22,0.18,1.13,0.0,0.97,0.0,0.0,0.21,3.71,0.0,3.71,267.15,Rainy,10.0,5.0,0.0,0.0,0.0,1.93,0.0,0.21,0.51,21.0,15.0,0.07
2023-01-26 05:00:00,39,6.1,0.1,1.6,0.15,3.25,0.0,0.94,0.0,0.0,0.13,6.069999999999999,0.0,6.069999999999999,283.83,Windy,10.0,5.0,0.0,0.0,0.0,1.74,0.0,0.18,0.49,21.0,14.8,0.08
2023-01-26 06:00:00,62,7.4,0.1,1.33,0.17,2.33,0.0,1.12,0.0,0.0,0.46,5.41,0.0,5.41,281.52,Clear,10.0,5.0,0.0,0.0,0.0,4.09,0.0,0.44,1.15,21.0,13.5,0.14
2023-01-26 07:00:00,21,8.5,0.16,1.18,0.17,2.75,0.0,0.6,0.0,0.0,0.46,5.159999999999999,0.0,5.159999999999999,287.41,Clear,10.0,5.0,0.0,0.0,0.0,4.05,0.0,0.66,1.16,21.0,12.4,0.23
2023-01-26 08:00:00,13,2.0,0.16,1.53,0.17,2.69,0.0,1.13,0.0,0.0,0.4,5.92,1.55,4.37,284.05,Rainy,10.0,5.0,0.0,0.0,0.0,3.08,0.0,0.5,0.87,21.0,18.9,0.01
2023-01-26 09:00:00,28,1.6,0.16,1.97,0.15,2.36,0.0,1.2,0.0,0.0,0.0,5.680000000000001,2.81,2.8700000000000006,267.81,Clear,10.0,5.0,0.0,0.0,0.0,1.34,0.0,0.21,0.36,21.0,19.3,0.0
2023-01-26 10:00:00,76,8.6,0.1,1.1,0.17,0.68,0.0,1.18,0.0,0.0,0.0,3.13,3.46,1.73,249.88,Cloudy,10.0,5.0,0.2,2.06,0.0,0.0,0.0,0.0,0.0,21.0,12.3,0.23
2023-01-26 11:00:00,70,1.6,0.1,2.21,0.17,0.89,0.0,0.95,0.0,0.0,0.0,4.22,5.59,2.03,248.36,Windy,10.0,5.0,0.54,3.4,0.0,0.0,0.0,0.0,0.0,21.0,19.3,0.0
2023-01-26 12:00:00,73,8.4,0.1,0.97,0.15,0.65,1.39,0.0,0.0,0.0,0.0,3.16,5.56,1.8000000000000007,231.74,Rainy,10.0,5.0,0.96,4.2,0.0,0.0,0.0,0.0,0.0,21.0,12.5,0.21
2023-01-26 13:00:00,20,5.9,0.1,1.61,0.16,0.75,0.84,0.9,0.0,0.0,0.0,4.26,5.62,2.6199999999999997,219.63,Windy,10.0,5.0,1.0,3.98,0.0,0.0,0.0,0.0,0.0,21.0,15.0,0.07
2023-01-26 14:00:00,65,10.7,0.1,0.88,0.18,0.79,1.08,1.2,0.0,0.0,0.0,4.13,5.8,3.0600000000000005,213.79,Clear,10.0,5.0,1.0,4.73,0.0,0.0,0.0,0.0,0.0,21.0,10.2,0.46
2023-01-26 15:00:00,26,7.2,0.1,1.17,0.15,0.73,0.0,0.62,0.0,0.0,0.0,2.67,5.51,1.2199999999999998,193.39,Cloudy,10.0,5.0,1.0,4.06,0.0,0.0,0.0,0.0,0.0,21.0,13.7,0.13
2023-01-26 16:00:00,74,4.4,0.1,1.67,0.18,0.86,0.0,0.92,0.0,0.0,0.0,3.63,4.32,1.7799999999999998,192.57,Clear,10.0,5.0,1.0,2.47,0.0,0.0,0.0,0.0,0.0,21.0,16.5,0.03
2023-01-26 17:00:00,9,3.1,0.1,1.85,0.15,2.85,0.0,0.7,0.0,0.0,0.0,5.55,2.68,3.5399999999999996,187.65,Clear,10.0,5.0,1.0,0.67,0.0,0.0,0.0,0.0,0.0,21.0,17.8,0.01
2023-01-26 18:00:00,42,5.3,0.16,1.6,0.17,2.51,1.27,0.75,0.0,0.0,0.74,7.039999999999999,1.62,2.879999999999999,186.81,Clear,10.0,5.0,0.74,0.0,2.54,0.0,0.0,0.0,0.0,21.0,15.6,0.05
2023-01-26 19:00:00,73,9.4,0.16,1.19,0.17,1.95,1.21,0.77,0.0,0.0,0.77,6.059999999999999,0.0,2.429999999999999,187.45,Windy,10.0,5.0,0.38,0.0,3.63,0.0,0.0,0.0,0.0,21.0,11.5,0.31
2023-01-26 20:00:00,31,5.9,0.16,1.23,0.18,3.3,1.32,0.63,0.0,0.0,0.71,7.37,0.0,3.5500000000000003,190.26,Rainy,10.0,5.0,0.0,0.0,3.82,0.28,0.0,0.04,0.05,21.0,15.0,0.07
2023-01-26 21:00:00,84,-0.1,0.16,1.81,0.19,3.35,1.45,0.92,0.0,0.0,0.81,8.53,0.0,8.53,190.67,Rainy,10.0,5.0,0.0,0.0,0.0,5.0,0.0,0.81,0.95,21.0,21.1,0.0
2023-01-26 22:00:00,83,7.4,0.1,1.47,0.15,2.7,0.0,1.06,0.0,0.0,0.78,6.160000000000001,0.0,6.160000000000001,200.98,Windy,10.0,5.0,0.0,0.0,0.0,4.03,0.0,0.43,0.81,21.0,13.5,0.14
2023-01-26 23:00:00,72,3.1,0.1,1.68,0.16,1.2,0.0,1.04,0.0,0.0,0.77,4.85,0.0,4.85,208.85,Cloudy,10.0,5.0,0.0,0.0,0.0,2.8,0.0,0.3,0.58,21.0,17.8,0.01
2023-01-27 00:00:00,7,5.8,0.1,1.36,0.16,0.97,0.0,0.0,0.0,0.0,0.13,2.62,0.0,2.62,230.13,Cloudy,10.0,5.0,0.0,0.0,0.0,1.81,0.0,0.19,0.41,21.0,15.1,0.06
2023-01-27 01:00:00,54,4.6,0.1,1.32,0.15,0.89,0.0,1.03,0.0,0.0,0.16,3.55,0.0,3.55,238.93,Rainy,10.0,5.0,0.0,0.0,0.0,1.97,0.0,0.21,0.47,21.0,16.3,0.04
2023-01-27 02:00:00,96,2.9,0.1,1.46,0.19,0.6,0.0,1.02,0.0,0.0,0.15,3.42,0.0,3.42,248.39,Rainy,10.0,5.0,0.0,0.0,0.0,2.17,0.0,0.23,0.53,21.0,18.0,0.01
2023-01-27 03:00:00,51,4.6,0.1,1.82,0.19,0.89,0.0,0.69,0.0,0.0,0.15,3.74,0.0,3.74,267.82,Windy,10.0,5.0,0.0,0.0,0.0,2.0,0.0,0.21,0.53,21.0,16.3,0.04
2023-01-27 04:00:00,76,3.3,0.1,1.42,0.18,1.03,0.0,0.66,0.0,0.0,0.15,3.44,0.0,3.44,270.88,Rainy,10.0,5.0,0.0,0.0,0.0,2.12,0.0,0.23,0.57,21.0,17.6,0.02
2023-01-27 05:00:00,78,1.8,0.1,2.2,0.17,3.07,0.0,0.0,0.0,0.0,0.17,5.609999999999999,0.0,5.609999999999999,278.54,Windy,10.0,5.0,0.0,0.0,0.0,2.35,0.0,0.25,0.65,21.0,19.1,0.01
2023-01-27 06:00:00,54,3.3,0.1,1.78,0.18,2.18,0.0,0.0,0.0,0.0,0.45,4.590000000000001,0.0,4.590000000000001,285.68,Clear,10.0,5.0,0.0,0.0,0.0,4.47,0.0,0.48,1.27,21.0,17.6,0.02
2023-01-27 07:00:00,88,3.2,0.16,1.41,0.17,2.78,0.0,0.71,0.0,0.0,0.48,5.549999999999999,0.0,5.549999999999999,273.85,Rainy,10.0,5.0,0.0,0.0,0.0,4.86,0.0,0.79,1.33,21.0,17.7,0.02
2023-01-27 08:00:00,6,8.3,0.16,0.98,0.17,2.5,0.0,0.0,0.0,0.0,0.44,4.09,1.57,2.5199999999999996,267.36,Rainy,10.0,5.0,0.0,0.0,0.0,2.67,0.0,0.43,0.71,21.0,12.6,0.21
